id,source,timestamp,garment_type,gender,color,pattern,style,engagement_likes,engagement_comments,engagement_views,geography,image_path,image_url,fit,length,neckline,sleeve,fabric,engagement_metric,influence_type,influence_identifier
instagram_4424,YouTube,15-05-2024,Jeans,unisex,black,checks,festive,2046,183,43654,Europe,img_4424.jpg,,relaxed fit,mini,square neck,cap sleeve,viscose,15294.33,event - memes,Oscar Memes 2024
instagram_4425,Marketplace,18-05-2025,Kurta,men,pink,tie-dye,athleisure,5132,136,5952,US,img_4425.jpg,,oversized,cropped,halter,bell sleeve,jersey,3740,books,Book-to-Film Adaptation 2025
instagram_4426,Celebrities,18-09-2024,Shirt,men,black,polka dots,festive,3338,167,36199,Global,img_4426.jpg,,oversized,ankle-length,square neck,sleeveless,jersey,13234.67,designer launches,Zara Designer Collab 2024
instagram_4427,Instagram,29-10-2024,Jacket,unisex,"beige, blue",tie-dye,casual,526,30,32749,Global,img_4427.jpg,,oversized,mini,square neck,sleeveless,linen,11101.67,event - memes,Oscar Memes 2024
instagram_4428,Facebook,23-01-2025,Blazer,men,black,solid,streetwear,3768,151,4152,India,img_4428.jpg,,bodycon,maxi,collared,cap sleeve,polyester,2690.33,trending memes,Galaxy Brain Remix
instagram_4429,Marketplace,11-02-2025,Jeans,unisex,green,floral,formal,2068,27,42675,India,img_4429.jpg,,relaxed fit,full-length,crew neck,full sleeve,polyester,14923.33,franchise,Star Wars New Trilogy 2025
instagram_4430,Facebook,22-05-2024,Sweatshirt,unisex,red,animal print,festive,351,438,29047,Europe,img_4430.jpg,,regular,cropped,boat neck,puff sleeve,knits,9945.33,books,Bestseller Book Tour 2024
instagram_4431,Celebrities,22-02-2024,Kurti,women,blue,tie-dye,casual,1959,95,70163,US,img_4431.jpg,,relaxed fit,full-length,crew neck,half sleeve,rayon,24072.33,designer launches,Gucci FW 2024
instagram_4432,Facebook,23-04-2024,Kurta,men,yellow,floral,athleisure,2529,16,16610,US,img_4432.jpg,,relaxed fit,knee-length,boat neck,half sleeve,knits,6385,books,Pulitzer Feature 2024
instagram_4433,YouTube,16-05-2025,Skirt,women,beige,checks,casual,226,86,18269,Global,img_4433.jpg,,Slim fit,ankle-length,off-shoulder,puff sleeve,linen,6193.67,designer launches,Dior Haute 2025
instagram_4434,YouTube,29-05-2024,Kurta,men,white,solid,casual,5618,516,18485,Europe,img_4434.jpg,,straight cut,ankle-length,boat neck,sleeveless,denim,8206.33,event - memes,Oscar Memes 2024
instagram_4435,YouTube,13-11-2024,Blazer,men,white,graphic prints,festive,2185,159,63386,Europe,img_4435.jpg,,a-line,full-length,polo neck,sleeveless,jersey,21910,designer launches,Chanel Cruise 2024
instagram_4436,Facebook,23-12-2024,T-Shirt,men,pink,solid,streetwear,3166,184,2382,Global,img_4436.jpg,,a-line,midi,off-shoulder,full sleeve,linen,1910.67,trending memes,Vogue Challenge 2024
instagram_4437,Marketplace,25-12-2024,Jacket,unisex,beige,abstract,festive,1595,131,2128,Global,img_4437.jpg,,Slim fit,ankle-length,halter,3/4 sleeve,knits,1284.67,event - political,EU Parliament 2024
instagram_4438,YouTube,22-01-2024,Blazer,men,"red, green",stripes,streetwear,5227,12,27201,US,img_4438.jpg,,straight cut,ankle-length,collared,full sleeve,denim,10813.33,designer launches,Zara Designer Collab 2024
instagram_4439,Facebook,10-03-2024,Blazer,men,"beige, green",checks,casual,3104,498,82358,US,img_4439.jpg,,oversized,full-length,halter,bell sleeve,blends,28653.33,designer launches,Chanel Cruise 2024
instagram_4440,Facebook,03-09-2024,Skirt,women,green,checks,festive,3586,176,46234,US,img_4440.jpg,,relaxed fit,midi,polo neck,3/4 sleeve,knits,16665.33,event - memes,April Fools Viral 2024
instagram_4441,YouTube,01-09-2024,Skirt,women,beige,solid,casual,1507,54,29839,Europe,img_4441.jpg,,bodycon,maxi,crew neck,full sleeve,viscose,10466.67,trending memes,Distracted Boyfriend Revival
instagram_4442,Cinema,27-12-2024,Sweatshirt,unisex,"black, white",abstract,streetwear,791,135,29699,Europe,img_4442.jpg,,straight cut,mini,square neck,half sleeve,denim,10208.33,trending memes,Cottagecore Revival Meme 2024
instagram_4443,Instagram,28-04-2024,T-Shirt,unisex,"yellow, black",solid,formal,2754,132,15556,Global,img_4443.jpg,,oversized,cropped,collared,sleeveless,knits,6147.33,books,Bestseller Book Tour 2024
instagram_4444,Cinema,07-06-2024,Top,women,red,tie-dye,festive,1780,345,37909,Global,img_4444.jpg,,fit,knee-length,off-shoulder,puff sleeve,rayon,13344.67,event - political,India State Elections 2024
instagram_4445,Instagram,27-07-2024,Jacket,unisex,"yellow, green",abstract,festive,5526,319,18907,India,img_4445.jpg,,regular,cropped,square neck,puff sleeve,denim,8250.67,cinemas/series/cartoons/anime,One Piece Saga 2024
instagram_4446,Celebrities,07-12-2024,Jeans,men,"white, green",stripes,casual,2133,239,24058,Global,img_4446.jpg,,flared,ankle-length,boat neck,3/4 sleeve,denim,8810,event - political,India State Elections 2024
instagram_4447,Instagram,06-05-2024,Kurta,men,black,tie-dye,streetwear,5772,120,27191,Global,img_4447.jpg,,oversized,cropped,v-neck,sleeveless,rayon,11027.67,books,Pulitzer Feature 2024
instagram_4448,YouTube,15-05-2025,Shirt,men,"red, pink, white",tie-dye,festive,743,265,13482,India,img_4448.jpg,,bodycon,mini,polo neck,bell sleeve,blends,4830,books,Book-to-Film Adaptation 2025
instagram_4449,YouTube,25-10-2024,Shirt,men,white,checks,athleisure,2536,46,42635,US,img_4449.jpg,,fit,cropped,boat neck,bell sleeve,rayon,15072.33,trending memes,Distracted Boyfriend Revival
instagram_4450,YouTube,20-03-2024,Saree,women,red,graphic prints,formal,5259,150,5913,Global,img_4450.jpg,,a-line,full-length,polo neck,puff sleeve,knits,3774,event - memes,April Fools Viral 2024
instagram_4451,Celebrities,25-11-2024,Sweatshirt,unisex,green,solid,formal,4099,447,44447,Europe,img_4451.jpg,,a-line,ankle-length,polo neck,cap sleeve,viscose,16331,cinemas/series/cartoons/anime,One Piece Saga 2024
instagram_4452,Marketplace,26-05-2025,Dress,women,"beige, green",polka dots,streetwear,8023,178,50761,Europe,img_4452.jpg,,straight cut,ankle-length,halter,cap sleeve,blends,19654,books,Book-to-Film Adaptation 2025
instagram_4453,Instagram,26-12-2024,T-Shirt,men,blue,floral,streetwear,3370,274,5771,Europe,img_4453.jpg,,fit,maxi,off-shoulder,cap sleeve,jersey,3138.33,event - political,India State Elections 2024
instagram_4454,Cinema,26-04-2024,Kurta,men,"white, yellow",abstract,casual,806,352,32958,Europe,img_4454.jpg,,oversized,cropped,collared,full sleeve,knits,11372,designer launches,Ralph Lauren Spring Collection 2024
instagram_4455,Cinema,12-05-2024,Dress,women,beige,graphic prints,casual,4425,160,36890,Europe,img_4455.jpg,,relaxed fit,full-length,crew neck,half sleeve,polyester,13825,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_4456,YouTube,25-10-2024,Sweatshirt,unisex,red,checks,casual,4985,105,3056,US,img_4456.jpg,,Slim fit,full-length,off-shoulder,half sleeve,viscose,2715.33,event - political,EU Parliament 2024
instagram_4457,Marketplace,21-05-2025,Dress,women,blue,graphic prints,casual,1675,293,28521,India,img_4457.jpg,,a-line,midi,halter,3/4 sleeve,viscose,10163,franchise,Star Wars New Trilogy 2025
instagram_4458,Facebook,25-10-2024,Shirt,men,"white, yellow",polka dots,streetwear,1503,15,27635,Global,img_4458.jpg,,flared,cropped,v-neck,sleeveless,knits,9717.67,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_4459,YouTube,18-04-2024,Jeans,unisex,green,solid,festive,1591,243,21212,Global,img_4459.jpg,,regular,mini,crew neck,full sleeve,knits,7682,books,Pulitzer Feature 2024
instagram_4460,Celebrities,29-11-2024,T-Shirt,men,red,stripes,formal,1117,350,47623,India,img_4460.jpg,,a-line,maxi,halter,cap sleeve,knits,16363.33,trending memes,Vogue Challenge 2024
instagram_4461,Marketplace,18-03-2024,Jeans,men,red,abstract,formal,1785,171,11324,Europe,img_4461.jpg,,flared,ankle-length,halter,puff sleeve,viscose,4426.67,franchise,Marvel Phase 5 Release 2024
instagram_4462,Instagram,04-01-2024,Jeans,unisex,white,graphic prints,streetwear,5333,12,15516,Global,img_4462.jpg,,regular,full-length,crew neck,sleeveless,jersey,6953.67,trending memes,Cottagecore Revival Meme 2024
instagram_4463,Facebook,19-07-2025,Sweatshirt,unisex,yellow,stripes,athleisure,5455,106,15365,Europe,img_4463.jpg,,Slim fit,midi,polo neck,full sleeve,rayon,6975.33,franchise,Star Wars New Trilogy 2025
instagram_4464,Cinema,06-03-2025,Sweatshirt,unisex,"yellow, pink",solid,festive,3548,5,7067,Global,img_4464.jpg,,straight cut,maxi,off-shoulder,cap sleeve,knits,3540,designer launches,Prada SS 2025
instagram_4465,Instagram,17-01-2025,Blazer,men,black,tie-dye,streetwear,2711,229,44641,Global,img_4465.jpg,,flared,full-length,off-shoulder,puff sleeve,polyester,15860.33,trending memes,Distracted Boyfriend Revival
instagram_4466,Instagram,27-10-2024,Shirt,men,"black, red, beige",stripes,formal,2215,116,48454,US,img_4466.jpg,,flared,maxi,v-neck,cap sleeve,jersey,16928.33,event - political,US Presidential Election 2024
instagram_4467,Instagram,24-06-2025,Hoodie,unisex,yellow,floral,formal,3039,27,18984,Global,img_4467.jpg,,a-line,ankle-length,halter,full sleeve,blends,7350,designer launches,Prada SS 2025
instagram_4468,Instagram,26-01-2024,T-Shirt,men,pink,stripes,athleisure,4310,432,5037,US,img_4468.jpg,,flared,mini,crew neck,full sleeve,rayon,3259.67,cinemas/series/cartoons/anime,Dune 2 Release 2024
instagram_4469,Celebrities,14-12-2024,Shirt,men,"red, green",graphic prints,formal,2193,301,40887,India,img_4469.jpg,,relaxed fit,cropped,halter,puff sleeve,polyester,14460.33,event - memes,April Fools Viral 2024
instagram_4470,Instagram,12-08-2025,Dress,women,blue,checks,streetwear,828,207,58857,US,img_4470.jpg,,a-line,maxi,v-neck,full sleeve,knits,19964,designer launches,Dior Haute 2025
instagram_4471,Marketplace,13-11-2024,Shirt,men,red,polka dots,casual,3914,295,19230,India,img_4471.jpg,,a-line,full-length,square neck,sleeveless,rayon,7813,designer launches,Chanel Cruise 2024
instagram_4472,Instagram,27-10-2024,Saree,women,beige,abstract,athleisure,2061,147,33972,Europe,img_4472.jpg,,straight cut,maxi,collared,cap sleeve,jersey,12060,designer launches,Ralph Lauren Spring Collection 2024
instagram_4473,Instagram,10-02-2024,T-Shirt,men,"yellow, blue",abstract,casual,4198,8,16712,Global,img_4473.jpg,,relaxed fit,mini,v-neck,puff sleeve,cotton,6972.67,trending memes,Cottagecore Revival Meme 2024
instagram_4474,YouTube,19-08-2024,Sweatshirt,unisex,green,graphic prints,festive,2304,54,24423,India,img_4474.jpg,,flared,ankle-length,crew neck,half sleeve,denim,8927,designer launches,Chanel Cruise 2024
instagram_4475,Marketplace,07-06-2024,Hoodie,unisex,beige,polka dots,athleisure,1942,169,8440,US,img_4475.jpg,,Slim fit,full-length,v-neck,cap sleeve,knits,3517,cinemas/series/cartoons/anime,One Piece Saga 2024
instagram_4476,Marketplace,19-08-2024,Skirt,women,yellow,solid,festive,411,38,3960,Europe,img_4476.jpg,,Slim fit,mini,halter,sleeveless,rayon,1469.67,designer launches,Gucci FW 2024
instagram_4477,Instagram,15-10-2024,Sweatshirt,unisex,red,tie-dye,athleisure,810,129,22971,Global,img_4477.jpg,,relaxed fit,ankle-length,v-neck,puff sleeve,denim,7970,trending memes,Galaxy Brain Remix
instagram_4478,YouTube,19-11-2024,Jeans,men,black,animal print,formal,3039,108,7940,Global,img_4478.jpg,,Slim fit,mini,off-shoulder,cap sleeve,linen,3695.67,cinemas/series/cartoons/anime,Dune 2 Release 2024
instagram_4479,Cinema,02-02-2024,Skirt,women,blue,checks,festive,290,254,14281,US,img_4479.jpg,,a-line,mini,crew neck,cap sleeve,knits,4941.67,books,Bestseller Book Tour 2024
instagram_4480,Instagram,10-06-2024,Blazer,men,pink,graphic prints,casual,1619,121,32288,Europe,img_4480.jpg,,flared,midi,collared,puff sleeve,jersey,11342.67,event - political,India State Elections 2024
instagram_4481,Celebrities,09-10-2024,Dress,women,green,stripes,festive,1735,187,22579,Global,img_4481.jpg,,relaxed fit,knee-length,collared,full sleeve,blends,8167,trending memes,Vogue Challenge 2024
instagram_4482,Instagram,13-06-2024,Hoodie,unisex,beige,checks,athleisure,6655,331,20915,Europe,img_4482.jpg,,a-line,full-length,collared,cap sleeve,cotton,9300.33,trending memes,Vogue Challenge 2024
instagram_4483,Cinema,04-03-2024,Sweatshirt,unisex,pink,polka dots,casual,1402,48,34438,Global,img_4483.jpg,,regular,mini,collared,half sleeve,rayon,11962.67,event - memes,Oscar Memes 2024
instagram_4484,YouTube,28-02-2024,Dress,women,white,solid,festive,13327,77,17828,India,img_4484.jpg,,a-line,cropped,polo neck,sleeveless,rayon,10410.67,cinemas/series/cartoons/anime,One Piece Saga 2024
instagram_4485,Cinema,22-05-2025,T-Shirt,men,yellow,solid,formal,1821,415,14057,Europe,img_4485.jpg,,bodycon,full-length,square neck,3/4 sleeve,knits,5431,designer launches,Dior Haute 2025
instagram_4486,Marketplace,13-12-2024,Kurti,women,"green, blue",tie-dye,athleisure,2448,59,21530,US,img_4486.jpg,,a-line,mini,v-neck,bell sleeve,cotton,8012.33,event - memes,April Fools Viral 2024
instagram_4487,YouTube,28-06-2025,Jeans,unisex,yellow,tie-dye,festive,1185,212,19420,Global,img_4487.jpg,,a-line,maxi,square neck,bell sleeve,viscose,6939,franchise,Star Wars New Trilogy 2025
instagram_4488,Celebrities,13-06-2025,Jacket,unisex,yellow,graphic prints,festive,1714,101,12598,Europe,img_4488.jpg,,regular,maxi,collared,puff sleeve,blends,4804.33,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_4489,Celebrities,08-12-2025,Jeans,unisex,"yellow, pink",tie-dye,casual,3953,189,17208,Europe,img_4489.jpg,,regular,knee-length,v-neck,3/4 sleeve,viscose,7116.67,trending memes,Galaxy Brain Remix
instagram_4490,Marketplace,06-08-2025,Kurta,men,"white, green, yellow",stripes,festive,893,69,4977,US,img_4490.jpg,,Slim fit,midi,v-neck,half sleeve,blends,1979.67,franchise,Star Wars New Trilogy 2025
instagram_4491,YouTube,27-01-2025,Sweatshirt,unisex,black,animal print,casual,472,506,13125,Global,img_4491.jpg,,fit,full-length,polo neck,cap sleeve,linen,4701,franchise,Star Wars New Trilogy 2025
instagram_4492,Instagram,15-08-2025,Jeans,unisex,black,abstract,athleisure,5831,383,21952,US,img_4492.jpg,,relaxed fit,midi,off-shoulder,3/4 sleeve,linen,9388.67,franchise,Star Wars New Trilogy 2025
instagram_4493,Facebook,01-06-2024,Jeans,men,yellow,polka dots,formal,306,92,7831,Europe,img_4493.jpg,,a-line,knee-length,collared,full sleeve,blends,2743,trending memes,Cottagecore Revival Meme 2024
instagram_4494,Instagram,22-02-2024,Kurti,women,"beige, white",floral,casual,3473,116,54595,India,img_4494.jpg,,oversized,knee-length,polo neck,sleeveless,denim,19394.67,event - memes,April Fools Viral 2024
instagram_4495,YouTube,23-05-2025,Jacket,unisex,pink,graphic prints,festive,7591,196,5518,India,img_4495.jpg,,bodycon,knee-length,square neck,bell sleeve,rayon,4435,designer launches,Prada SS 2025
instagram_4496,Cinema,30-10-2025,T-Shirt,unisex,"black, red",solid,formal,2723,360,15656,Europe,img_4496.jpg,,Slim fit,mini,off-shoulder,sleeveless,viscose,6246.33,event - memes,Super Bowl Halftime Meme 2025
instagram_4497,Instagram,06-04-2024,Jeans,unisex,red,polka dots,festive,4283,71,17469,Global,img_4497.jpg,,straight cut,mini,square neck,puff sleeve,polyester,7274.33,event - political,US Presidential Election 2024
instagram_4498,Marketplace,12-03-2024,Top,women,"beige, yellow, green",animal print,festive,2252,95,6995,India,img_4498.jpg,,regular,mini,crew neck,cap sleeve,rayon,3114,designer launches,Ralph Lauren Spring Collection 2024
instagram_4499,YouTube,24-01-2025,Skirt,women,black,stripes,festive,4652,29,33704,US,img_4499.jpg,,bodycon,knee-length,v-neck,half sleeve,linen,12795,designer launches,Prada SS 2025
instagram_4500,Facebook,17-08-2024,Dress,women,red,checks,festive,2215,112,9436,Global,img_4500.jpg,,bodycon,mini,off-shoulder,full sleeve,viscose,3921,event - political,EU Parliament 2024
instagram_4501,Facebook,01-05-2024,T-Shirt,men,pink,abstract,streetwear,918,517,43411,Europe,img_4501.jpg,,a-line,mini,polo neck,bell sleeve,linen,14948.67,books,Bestseller Book Tour 2024
instagram_4502,Cinema,12-05-2024,Jeans,unisex,"blue, pink, black",stripes,streetwear,6162,34,7757,US,img_4502.jpg,,straight cut,ankle-length,collared,half sleeve,denim,4651,event - memes,April Fools Viral 2024
instagram_4503,Facebook,03-12-2024,Hoodie,unisex,yellow,polka dots,formal,422,324,51784,US,img_4503.jpg,,flared,full-length,off-shoulder,sleeveless,cotton,17510,trending memes,Cottagecore Revival Meme 2024
instagram_4504,Marketplace,27-12-2024,Kurti,women,red,polka dots,formal,2190,149,33636,Europe,img_4504.jpg,,Slim fit,ankle-length,crew neck,3/4 sleeve,jersey,11991.67,cinemas/series/cartoons/anime,One Piece Saga 2024
instagram_4505,Celebrities,29-04-2025,T-Shirt,unisex,red,abstract,streetwear,2565,261,44512,US,img_4505.jpg,,regular,full-length,collared,puff sleeve,rayon,15779.33,franchise,Star Wars New Trilogy 2025
instagram_4506,Cinema,08-06-2025,Sweatshirt,unisex,pink,abstract,formal,1911,70,2225,Global,img_4506.jpg,,bodycon,cropped,off-shoulder,half sleeve,rayon,1402,franchise,Star Wars New Trilogy 2025
instagram_4507,YouTube,22-06-2024,Dress,women,green,polka dots,casual,4192,463,8923,Europe,img_4507.jpg,,regular,ankle-length,v-neck,half sleeve,rayon,4526,books,Pulitzer Feature 2024
instagram_4508,Celebrities,10-05-2024,Sweatshirt,unisex,blue,abstract,casual,3795,237,957,Europe,img_4508.jpg,,Slim fit,midi,off-shoulder,half sleeve,blends,1663,books,Pulitzer Feature 2024
instagram_4509,Cinema,19-06-2024,Sweatshirt,unisex,pink,tie-dye,casual,604,188,59089,Global,img_4509.jpg,,straight cut,mini,polo neck,sleeveless,blends,19960.33,cinemas/series/cartoons/anime,One Piece Saga 2024
instagram_4510,Cinema,20-04-2024,Skirt,women,beige,polka dots,streetwear,1456,5,7612,India,img_4510.jpg,,regular,maxi,v-neck,puff sleeve,blends,3024.33,franchise,Fast X Sequel 2024
instagram_4511,Celebrities,06-05-2024,T-Shirt,unisex,pink,animal print,formal,6737,155,3745,Europe,img_4511.jpg,,a-line,mini,polo neck,cap sleeve,denim,3545.67,designer launches,Zara Designer Collab 2024
instagram_4512,Instagram,06-12-2024,T-Shirt,unisex,blue,tie-dye,casual,2091,61,68884,Europe,img_4512.jpg,,oversized,midi,boat neck,bell sleeve,denim,23678.67,franchise,Marvel Phase 5 Release 2024
instagram_4513,YouTube,03-05-2024,Kurti,women,beige,tie-dye,streetwear,3487,219,10275,India,img_4513.jpg,,bodycon,full-length,collared,bell sleeve,cotton,4660.33,designer launches,Ralph Lauren Spring Collection 2024
instagram_4514,YouTube,12-08-2024,Skirt,women,yellow,tie-dye,athleisure,1076,239,14440,India,img_4514.jpg,,Slim fit,knee-length,off-shoulder,puff sleeve,blends,5251.67,designer launches,Chanel Cruise 2024
instagram_4515,Cinema,17-06-2024,Jeans,men,white,polka dots,festive,1551,207,31614,Europe,img_4515.jpg,,Slim fit,cropped,collared,half sleeve,rayon,11124,franchise,Fast X Sequel 2024
instagram_4516,Celebrities,28-02-2025,Jacket,unisex,yellow,polka dots,festive,7023,133,27745,Europe,img_4516.jpg,,fit,maxi,off-shoulder,sleeveless,linen,11633.67,designer launches,Dior Haute 2025
instagram_4517,Celebrities,15-09-2024,Jacket,unisex,"beige, green",graphic prints,casual,118,557,16750,Global,img_4517.jpg,,bodycon,mini,off-shoulder,cap sleeve,cotton,5808.33,cinemas/series/cartoons/anime,Dune 2 Release 2024
instagram_4518,Marketplace,24-04-2024,T-Shirt,unisex,beige,stripes,formal,1207,68,969,US,img_4518.jpg,,bodycon,cropped,square neck,cap sleeve,linen,748,books,Bestseller Book Tour 2024
instagram_4519,Celebrities,21-10-2024,Jeans,men,white,polka dots,athleisure,4419,133,13868,US,img_4519.jpg,,Slim fit,ankle-length,collared,bell sleeve,viscose,6140,designer launches,Chanel Cruise 2024
instagram_4520,Cinema,06-11-2024,T-Shirt,men,"pink, yellow",solid,casual,147,162,59188,Global,img_4520.jpg,,Slim fit,maxi,polo neck,full sleeve,viscose,19832.33,event - political,EU Parliament 2024
instagram_4521,Cinema,23-05-2024,Shirt,men,red,checks,festive,1099,514,19560,Europe,img_4521.jpg,,Slim fit,mini,v-neck,half sleeve,linen,7057.67,designer launches,Ralph Lauren Spring Collection 2024
instagram_4522,Cinema,30-09-2025,Saree,women,"blue, red",tie-dye,athleisure,614,221,43255,India,img_4522.jpg,,regular,ankle-length,halter,half sleeve,blends,14696.67,designer launches,Prada SS 2025
instagram_4523,Facebook,13-12-2024,Dress,women,green,stripes,casual,540,39,14897,Global,img_4523.jpg,,Slim fit,full-length,off-shoulder,puff sleeve,denim,5158.67,event - political,US Presidential Election 2024
instagram_4524,Cinema,07-11-2024,T-Shirt,unisex,black,abstract,streetwear,4290,197,10629,Europe,img_4524.jpg,,a-line,midi,crew neck,puff sleeve,viscose,5038.67,trending memes,Cottagecore Revival Meme 2024
instagram_4525,YouTube,25-09-2024,Hoodie,unisex,black,abstract,athleisure,3254,217,13806,Europe,img_4525.jpg,,a-line,mini,collared,puff sleeve,denim,5759,trending memes,Distracted Boyfriend Revival
instagram_4526,Celebrities,17-08-2025,Jeans,unisex,"blue, green",checks,casual,4134,255,20696,US,img_4526.jpg,,fit,maxi,crew neck,3/4 sleeve,linen,8361.67,designer launches,Prada SS 2025
instagram_4527,YouTube,31-12-2025,Saree,women,"beige, black",floral,festive,5150,586,33070,US,img_4527.jpg,,straight cut,full-length,v-neck,full sleeve,linen,12935.33,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_4528,Cinema,14-12-2025,Top,women,"green, white",tie-dye,formal,96,118,15065,India,img_4528.jpg,,bodycon,maxi,square neck,cap sleeve,jersey,5093,books,Book-to-Film Adaptation 2025
instagram_4529,Cinema,08-06-2024,Jeans,unisex,"pink, beige",checks,festive,736,118,34398,India,img_4529.jpg,,relaxed fit,knee-length,polo neck,cap sleeve,knits,11750.67,event - political,EU Parliament 2024
instagram_4530,Celebrities,20-03-2024,Jeans,men,red,tie-dye,formal,4269,618,13299,US,img_4530.jpg,,Slim fit,cropped,v-neck,sleeveless,viscose,6062,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_4531,Celebrities,01-08-2025,Skirt,women,white,animal print,festive,1784,92,18021,India,img_4531.jpg,,straight cut,cropped,square neck,full sleeve,linen,6632.33,franchise,Star Wars New Trilogy 2025
instagram_4532,Cinema,20-12-2024,Jeans,unisex,"yellow, white",floral,festive,1517,272,14003,India,img_4532.jpg,,oversized,cropped,v-neck,cap sleeve,rayon,5264,designer launches,Ralph Lauren Spring Collection 2024
instagram_4533,Marketplace,29-10-2025,Jeans,men,"green, red",polka dots,festive,2519,741,56237,Europe,img_4533.jpg,,straight cut,midi,v-neck,half sleeve,viscose,19832.33,event - memes,Super Bowl Halftime Meme 2025
instagram_4534,Marketplace,29-11-2024,Shirt,men,black,abstract,formal,935,12,18578,Europe,img_4534.jpg,,a-line,ankle-length,polo neck,sleeveless,viscose,6508.33,designer launches,Gucci FW 2024
instagram_4535,Celebrities,17-06-2024,Kurta,men,yellow,graphic prints,formal,1538,101,23656,India,img_4535.jpg,,flared,maxi,boat neck,half sleeve,blends,8431.67,event - political,India State Elections 2024
instagram_4536,YouTube,25-07-2024,Top,women,pink,tie-dye,casual,2670,39,3887,Europe,img_4536.jpg,,a-line,maxi,square neck,half sleeve,jersey,2198.67,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_4537,Marketplace,24-11-2024,Sweatshirt,unisex,white,solid,athleisure,4167,388,6087,Global,img_4537.jpg,,flared,maxi,off-shoulder,half sleeve,jersey,3547.33,cinemas/series/cartoons/anime,Dune 2 Release 2024
instagram_4538,Instagram,29-04-2024,T-Shirt,unisex,beige,polka dots,festive,733,160,20394,Europe,img_4538.jpg,,fit,ankle-length,halter,cap sleeve,jersey,7095.67,franchise,Marvel Phase 5 Release 2024
instagram_4539,Marketplace,08-03-2025,T-Shirt,unisex,"pink, black",abstract,festive,1949,6,40602,US,img_4539.jpg,,bodycon,midi,off-shoulder,sleeveless,polyester,14185.67,franchise,Star Wars New Trilogy 2025
instagram_4540,Facebook,07-01-2024,Shirt,men,blue,animal print,athleisure,6424,74,22994,India,img_4540.jpg,,regular,maxi,off-shoulder,sleeveless,rayon,9830.67,designer launches,Gucci FW 2024
instagram_4541,YouTube,28-12-2025,Skirt,women,pink,stripes,festive,2600,145,41863,India,img_4541.jpg,,oversized,midi,crew neck,puff sleeve,jersey,14869.33,event - memes,Super Bowl Halftime Meme 2025
instagram_4542,Cinema,16-07-2025,Hoodie,unisex,red,stripes,athleisure,4858,65,21514,Global,img_4542.jpg,,regular,midi,crew neck,3/4 sleeve,jersey,8812.33,event - memes,Super Bowl Halftime Meme 2025
instagram_4543,Cinema,29-06-2024,Jacket,unisex,"blue, black",checks,formal,281,146,33927,India,img_4543.jpg,,regular,knee-length,boat neck,puff sleeve,linen,11451.33,trending memes,Cottagecore Revival Meme 2024
instagram_4544,Facebook,13-08-2025,Shirt,men,"white, pink, green",graphic prints,formal,353,224,24458,India,img_4544.jpg,,relaxed fit,ankle-length,boat neck,half sleeve,polyester,8345,designer launches,Dior Haute 2025
instagram_4545,Celebrities,22-08-2024,Jeans,men,"yellow, green",graphic prints,streetwear,5191,178,16006,Global,img_4545.jpg,,straight cut,ankle-length,crew neck,cap sleeve,cotton,7125,cinemas/series/cartoons/anime,One Piece Saga 2024
instagram_4546,Celebrities,26-03-2024,Jeans,men,black,polka dots,athleisure,910,32,14222,India,img_4546.jpg,,bodycon,cropped,collared,bell sleeve,linen,5054.67,books,Bestseller Book Tour 2024
instagram_4547,Instagram,25-10-2024,Shirt,men,green,animal print,casual,3570,164,34065,India,img_4547.jpg,,regular,midi,polo neck,sleeveless,knits,12599.67,trending memes,Cottagecore Revival Meme 2024
instagram_4548,Instagram,05-06-2025,Jeans,men,"green, blue",tie-dye,formal,1906,235,10450,Global,img_4548.jpg,,fit,maxi,off-shoulder,half sleeve,viscose,4197,designer launches,Dior Haute 2025
instagram_4549,Cinema,08-02-2024,Shirt,men,"beige, white",solid,formal,1260,59,11386,US,img_4549.jpg,,Slim fit,maxi,polo neck,puff sleeve,denim,4235,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_4550,Cinema,25-06-2024,Dress,women,red,floral,casual,685,179,16176,Global,img_4550.jpg,,fit,ankle-length,crew neck,half sleeve,viscose,5680,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_4551,Celebrities,21-12-2024,Dress,women,beige,tie-dye,casual,3481,88,30230,India,img_4551.jpg,,relaxed fit,maxi,v-neck,3/4 sleeve,blends,11266.33,event - memes,Oscar Memes 2024
instagram_4552,Marketplace,29-02-2024,T-Shirt,unisex,white,tie-dye,athleisure,89,119,52903,US,img_4552.jpg,,bodycon,ankle-length,boat neck,half sleeve,denim,17703.67,cinemas/series/cartoons/anime,Dune 2 Release 2024
instagram_4553,Facebook,09-05-2025,Skirt,women,green,graphic prints,festive,1944,82,27347,India,img_4553.jpg,,fit,knee-length,crew neck,3/4 sleeve,viscose,9791,books,Book-to-Film Adaptation 2025
